,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
1800,1654735131,24.146,50.96,66,400,13107,19971,939.621,0.67,0.7,4.62,0.721,0.016,1800,0
1801,1654735132,24.139,51.47,64,400,13108,19989,939.63,0.62,0.65,4.29,0.668,0.015,1801,0
1802,1654735133,24.132,51.86,58,400,13112,19994,939.636,0.62,0.64,4.26,0.664,0.015,1802,0
1803,1654735134,24.124,52.25,60,400,13111,19988,939.644,0.62,0.64,4.24,0.662,0.015,1803,0
1804,1654735135,24.117,52.52,60,400,13113,19999,939.651,0.62,0.65,4.3,0.67,0.015,1804,0
1805,1654735136,24.11,52.87,68,400,13112,19983,939.653,0.65,0.68,4.49,0.7,0.016,1805,0
1806,1654735137,24.103,53.09,70,400,13110,19984,939.646,0.66,0.68,4.52,0.705,0.016,1806,0
1807,1654735138,24.095,53.34,53,400,13116,20000,939.648,0.68,0.7,4.67,0.728,0.016,1807,0
1808,1654735139,24.088,53.47,64,400,13113,19993,939.647,0.69,0.71,4.73,0.738,0.017,1808,0
1809,1654735140,24.081,53.68,67,400,13113,19991,939.649,0.73,0.76,5.01,0.782,0.018,1809,0
1810,1654735141,24.073,53.84,54,400,13121,20001,939.648,0.76,0.79,5.22,0.814,0.018,1810,0
1811,1654735142,24.066,54.01,56,400,13116,19988,939.643,0.79,0.82,5.43,0.846,0.019,1811,0
1812,1654735143,24.059,54.14,64,400,13115,19997,939.635,0.8,0.83,5.5,0.857,0.019,1812,0
1813,1654735144,24.051,54.2,45,400,13123,20011,939.636,0.82,0.85,5.63,0.878,0.02,1813,0
1814,1654735145,24.044,54.31,62,400,13117,19995,939.634,0.82,0.85,5.65,0.88,0.02,1814,0
1815,1654735146,24.037,54.39,59,400,13115,19999,939.623,0.82,0.85,5.62,0.876,0.02,1815,0
1816,1654735147,24.029,54.51,60,400,13115,19998,939.628,0.83,0.86,5.72,0.892,0.02,1816,0
1817,1654735148,24.022,54.57,58,400,13117,19995,939.638,0.84,0.88,5.8,0.905,0.02,1817,0
1818,1654735149,24.014,54.65,55,400,13118,19995,939.649,0.84,0.88,5.81,0.906,0.02,1818,0
1819,1654735150,24.007,54.69,58,400,13114,19990,939.646,0.84,0.88,5.8,0.904,0.02,1819,0
1820,1654735151,24.0,54.78,53,400,13116,19996,939.63,0.83,0.86,5.73,0.893,0.02,1820,0
1821,1654735152,23.992,54.79,63,400,13115,19995,939.63,0.83,0.86,5.71,0.891,0.02,1821,0
1822,1654735153,23.985,54.85,64,400,13112,19982,939.623,0.82,0.85,5.63,0.878,0.02,1822,0
1823,1654735154,23.977,54.89,61,400,13116,19993,939.623,0.8,0.83,5.52,0.86,0.019,1823,0
1824,1654735155,23.97,54.96,62,400,13118,19994,939.631,0.75,0.78,5.2,0.81,0.018,1824,0
1825,1654735156,23.963,55.11,34,400,13139,20025,939.62,0.73,0.76,5.06,0.788,0.018,1825,0
1826,1654735157,23.955,54.62,24,400,13143,20027,939.631,0.7,0.73,4.85,0.757,0.017,1826,0
1827,1654735158,23.948,53.88,29,400,13137,20019,939.622,0.69,0.71,4.73,0.738,0.017,1827,0
1828,1654735159,23.94,53.12,43,400,13133,20009,939.626,0.67,0.7,4.61,0.719,0.016,1828,0
1829,1654735160,23.933,52.42,29,400,13139,20026,939.627,0.68,0.7,4.65,0.726,0.016,1829,0
1830,1654735161,23.925,51.86,33,400,13138,20021,939.609,0.68,0.71,4.68,0.73,0.016,1830,0
1831,1654735162,23.918,51.28,32,400,13135,20010,939.603,0.69,0.72,4.77,0.744,0.017,1831,0
1832,1654735163,23.91,50.82,36,400,13131,20006,939.609,0.71,0.73,4.86,0.758,0.017,1832,0
1833,1654735164,23.903,50.39,48,400,13128,20003,939.608,0.71,0.74,4.88,0.76,0.017,1833,0
1834,1654735165,23.895,50.05,50,400,13126,20006,939.605,0.71,0.74,4.9,0.764,0.017,1834,0
1835,1654735166,23.888,49.71,49,400,13123,20006,939.61,0.72,0.75,4.96,0.774,0.017,1835,0
1836,1654735167,23.88,49.45,53,400,13126,19997,939.62,0.72,0.75,4.97,0.774,0.017,1836,0
1837,1654735168,23.873,49.23,61,400,13121,20002,939.622,0.72,0.75,4.97,0.775,0.018,1837,0
1838,1654735169,23.865,49.02,55,400,13122,20003,939.617,0.72,0.75,4.98,0.776,0.018,1838,0
1839,1654735170,23.858,48.84,46,400,13122,19995,939.614,0.71,0.74,4.89,0.763,0.017,1839,0
1840,1654735171,23.85,48.66,58,400,13124,19999,939.607,0.7,0.73,4.82,0.751,0.017,1840,0
1841,1654735172,23.843,48.53,64,400,13122,19996,939.597,0.68,0.7,4.66,0.727,0.016,1841,0
1842,1654735173,23.835,48.36,60,400,13120,20001,939.593,0.66,0.68,4.54,0.707,0.016,1842,0
1843,1654735174,23.827,48.26,65,400,13124,20002,939.592,0.61,0.64,4.23,0.659,0.015,1843,0
1844,1654735175,23.82,48.15,55,400,13124,20000,939.599,0.59,0.61,4.05,0.632,0.014,1844,0
1845,1654735176,23.812,48.08,55,400,13123,19997,939.592,0.58,0.6,3.96,0.618,0.014,1845,0
1846,1654735177,23.805,47.98,57,400,13126,20002,939.599,0.56,0.58,3.87,0.604,0.014,1846,0
1847,1654735178,23.797,47.9,66,400,13120,19994,939.593,0.55,0.57,3.77,0.588,0.013,1847,0
1848,1654735179,23.789,47.83,53,400,13123,19993,939.592,0.54,0.56,3.71,0.578,0.013,1848,0
1849,1654735180,23.782,47.72,59,400,13125,20000,939.595,0.56,0.58,3.83,0.597,0.013,1849,0
1850,1654735181,23.774,47.72,52,400,13125,20000,939.598,0.56,0.58,3.84,0.599,0.014,1850,0
1851,1654735182,23.767,47.62,65,400,13126,19989,939.593,0.57,0.59,3.91,0.609,0.014,1851,0
1852,1654735183,23.759,47.59,58,400,13121,19996,939.592,0.58,0.6,3.99,0.623,0.014,1852,0
1853,1654735184,23.751,47.51,63,400,13120,19995,939.595,0.6,0.63,4.15,0.647,0.015,1853,0
1854,1654735185,23.744,47.42,64,400,13123,19994,939.596,0.61,0.64,4.22,0.658,0.015,1854,0
1855,1654735186,23.736,47.29,86,400,13101,19967,939.603,0.63,0.66,4.34,0.677,0.015,1855,0
1856,1654735187,23.728,47.76,95,400,13093,19959,939.598,0.65,0.68,4.48,0.699,0.016,1856,0
1857,1654735188,23.721,48.46,86,400,13099,19971,939.599,0.68,0.71,4.67,0.729,0.016,1857,0
1858,1654735189,23.713,49.13,84,400,13104,19974,939.59,0.72,0.74,4.92,0.767,0.017,1858,0
1859,1654735190,23.705,49.81,79,400,13103,19970,939.599,0.72,0.75,4.99,0.778,0.018,1859,0
1860,1654735191,23.698,50.43,83,400,13107,19971,939.606,0.77,0.8,5.27,0.822,0.019,1860,0
1861,1654735192,23.69,50.92,74,400,13108,19978,939.613,0.79,0.82,5.42,0.845,0.019,1861,0
1862,1654735193,23.682,51.35,79,400,13102,19966,939.603,0.8,0.83,5.49,0.856,0.019,1862,0
1863,1654735194,23.675,51.72,88,400,13107,19969,939.596,0.79,0.82,5.44,0.848,0.019,1863,0
1864,1654735195,23.667,52.0,86,400,13107,19979,939.6,0.78,0.81,5.4,0.842,0.019,1864,0
1865,1654735196,23.659,52.28,78,400,13102,19963,939.605,0.79,0.82,5.45,0.851,0.019,1865,0
1866,1654735197,23.651,52.53,86,400,13105,19976,939.6,0.85,0.88,5.82,0.908,0.021,1866,0
1867,1654735198,23.644,52.77,72,400,13109,19973,939.599,0.88,0.91,6.04,0.941,0.021,1867,0
1868,1654735199,23.636,52.94,75,400,13112,19976,939.593,0.91,0.95,6.27,0.978,0.022,1868,0
1869,1654735200,23.628,53.13,76,400,13113,19969,939.589,0.93,0.97,6.42,1.002,0.023,1869,0
1870,1654735201,23.62,53.28,83,400,13107,19973,939.591,0.95,0.99,6.56,1.023,0.023,1870,0
1871,1654735202,23.613,53.38,80,400,13109,19971,939.586,0.98,1.02,6.77,1.055,0.024,1871,0
1872,1654735203,23.605,53.53,70,400,13118,19984,939.592,1.03,1.07,7.07,1.103,0.025,1872,0
1873,1654735204,23.597,53.59,72,400,13112,19978,939.586,1.04,1.08,7.13,1.111,0.025,1873,0
1874,1654735205,23.589,53.74,64,400,13109,19980,939.582,1.03,1.07,7.11,1.108,0.025,1874,0
1875,1654735206,23.581,53.81,79,400,13109,19972,939.595,1.03,1.07,7.09,1.106,0.025,1875,0
1876,1654735207,23.574,53.91,75,400,13108,19969,939.597,1.03,1.07,7.06,1.102,0.025,1876,0
1877,1654735208,23.566,53.98,78,400,13113,19980,939.609,1.0,1.04,6.87,1.072,0.024,1877,0
1878,1654735209,23.558,54.04,83,400,13110,19978,939.617,0.98,1.02,6.78,1.057,0.024,1878,0
1879,1654735210,23.55,54.13,84,400,13109,19974,939.623,0.94,0.97,6.45,1.006,0.023,1879,0
1880,1654735211,23.542,54.16,79,400,13113,19978,939.624,0.91,0.94,6.24,0.972,0.022,1880,0
1881,1654735212,23.534,54.2,87,400,13112,19970,939.61,0.85,0.88,5.84,0.911,0.021,1881,0
1882,1654735213,23.527,54.27,81,400,13113,19977,939.602,0.82,0.86,5.66,0.883,0.02,1882,0
1883,1654735214,23.519,54.3,74,400,13112,19975,939.611,0.8,0.83,5.52,0.861,0.019,1883,0
1884,1654735215,23.511,54.34,73,400,13110,19985,939.616,0.78,0.81,5.39,0.841,0.019,1884,0
1885,1654735216,23.503,54.47,44,400,13134,20002,939.621,0.79,0.82,5.43,0.846,0.019,1885,0
1886,1654735217,23.495,54.03,53,400,13130,20004,939.619,0.79,0.82,5.46,0.851,0.019,1886,0
1887,1654735218,23.487,53.28,40,400,13138,20013,939.619,0.79,0.82,5.45,0.85,0.019,1887,0
1888,1654735219,23.479,52.54,49,400,13129,20005,939.621,0.79,0.82,5.42,0.845,0.019,1888,0
1889,1654735220,23.472,51.83,44,400,13129,20006,939.619,0.76,0.79,5.21,0.813,0.018,1889,0
1890,1654735221,23.464,51.23,62,400,13128,20001,939.633,0.74,0.77,5.12,0.798,0.018,1890,0
1891,1654735222,23.456,50.67,58,400,13129,20004,939.638,0.73,0.76,5.01,0.782,0.018,1891,0
1892,1654735223,23.448,50.2,58,400,13128,19999,939.637,0.72,0.75,4.95,0.772,0.017,1892,0
1893,1654735224,23.44,49.77,56,400,13117,19988,939.63,0.69,0.71,4.73,0.737,0.017,1893,0
1894,1654735225,23.432,49.4,75,400,13117,19984,939.622,0.68,0.71,4.68,0.73,0.016,1894,0
1895,1654735226,23.424,49.13,69,400,13119,19983,939.631,0.67,0.69,4.59,0.716,0.016,1895,0
1896,1654735227,23.416,48.89,71,400,13121,19982,939.637,0.63,0.65,4.34,0.677,0.015,1896,0
1897,1654735228,23.408,48.69,66,400,13121,19984,939.642,0.63,0.65,4.34,0.676,0.015,1897,0
1898,1654735229,23.4,48.47,76,400,13119,19984,939.65,0.63,0.66,4.35,0.679,0.015,1898,0
1899,1654735230,23.392,48.27,71,400,13123,19983,939.641,0.64,0.66,4.37,0.682,0.015,1899,0
1900,1654735231,23.384,48.13,61,400,13130,19989,939.637,0.63,0.65,4.33,0.675,0.015,1900,0
1901,1654735232,23.376,48.04,57,400,13124,19994,939.637,0.63,0.65,4.32,0.674,0.015,1901,0
1902,1654735233,23.368,47.9,72,400,13123,19980,939.638,0.61,0.63,4.19,0.654,0.015,1902,0
1903,1654735234,23.36,47.86,57,400,13126,19992,939.636,0.6,0.62,4.13,0.645,0.015,1903,0
1904,1654735235,23.352,47.79,63,400,13128,19991,939.634,0.57,0.59,3.94,0.614,0.014,1904,0
1905,1654735236,23.344,47.66,66,400,13118,19983,939.643,0.57,0.59,3.91,0.609,0.014,1905,0
1906,1654735237,23.336,47.6,63,400,13124,19989,939.65,0.58,0.6,3.99,0.623,0.014,1906,0
1907,1654735238,23.328,47.5,64,400,13127,19996,939.647,0.59,0.61,4.04,0.63,0.014,1907,0
1908,1654735239,23.32,47.47,64,400,13123,19996,939.629,0.6,0.62,4.1,0.639,0.014,1908,0
1909,1654735240,23.312,47.42,65,400,13126,19988,939.616,0.6,0.62,4.11,0.64,0.014,1909,0
1910,1654735241,23.304,47.35,65,400,13119,19981,939.612,0.6,0.63,4.15,0.646,0.015,1910,0
1911,1654735242,23.296,47.28,68,400,13127,19998,939.612,0.61,0.64,4.22,0.659,0.015,1911,0
1912,1654735243,23.288,47.23,63,400,13118,19983,939.63,0.63,0.66,4.36,0.681,0.015,1912,0
1913,1654735244,23.28,47.15,69,400,13121,19981,939.627,0.64,0.66,4.37,0.682,0.015,1913,0
1914,1654735245,23.272,47.18,57,400,13122,19994,939.625,0.64,0.66,4.39,0.685,0.015,1914,0
1915,1654735246,23.264,47.03,93,400,13104,19969,939.628,0.66,0.68,4.54,0.707,0.016,1915,0
1916,1654735247,23.256,47.44,101,400,13094,19955,939.608,0.67,0.69,4.59,0.716,0.016,1916,0
1917,1654735248,23.248,48.13,94,400,13105,19970,939.606,0.66,0.69,4.55,0.709,0.016,1917,0
1918,1654735249,23.24,48.87,82,400,13105,19970,939.603,0.65,0.67,4.46,0.696,0.016,1918,0
1919,1654735250,23.231,49.52,84,400,13105,19965,939.598,0.63,0.65,4.31,0.672,0.015,1919,0
1920,1654735251,23.223,50.07,80,400,13109,19967,939.603,0.62,0.64,4.24,0.661,0.015,1920,0
1921,1654735252,23.215,50.56,93,400,13112,19966,939.612,0.62,0.65,4.3,0.67,0.015,1921,0
1922,1654735253,23.207,51.0,83,400,13104,19971,939.613,0.62,0.64,4.26,0.664,0.015,1922,0
1923,1654735254,23.199,51.39,74,400,13115,19976,939.618,0.61,0.64,4.22,0.658,0.015,1923,0
1924,1654735255,23.191,51.7,83,400,13109,19973,939.625,0.62,0.64,4.27,0.666,0.015,1924,0
1925,1654735256,23.183,51.97,79,400,13109,19976,939.613,0.61,0.64,4.23,0.659,0.015,1925,0
1926,1654735257,23.175,52.22,84,400,13105,19977,939.611,0.6,0.63,4.15,0.647,0.015,1926,0
1927,1654735258,23.166,52.42,88,400,13109,19962,939.62,0.58,0.61,4.01,0.625,0.014,1927,0
1928,1654735259,23.158,52.6,81,400,13109,19977,939.626,0.57,0.59,3.9,0.608,0.014,1928,0
1929,1654735260,23.15,52.75,79,400,13109,19976,939.625,0.55,0.57,3.78,0.589,0.013,1929,0
1930,1654735261,23.142,52.96,82,400,13112,19978,939.617,0.55,0.57,3.75,0.585,0.013,1930,0
1931,1654735262,23.134,53.06,83,400,13113,19979,939.615,0.55,0.57,3.76,0.586,0.013,1931,0
1932,1654735263,23.125,53.18,74,400,13114,19970,939.614,0.56,0.58,3.83,0.597,0.013,1932,0
1933,1654735264,23.117,53.33,82,400,13113,19971,939.602,0.62,0.65,4.29,0.669,0.015,1933,0
1934,1654735265,23.109,53.42,71,400,13112,19973,939.606,0.65,0.67,4.45,0.693,0.016,1934,0
1935,1654735266,23.101,53.48,81,400,13110,19969,939.613,0.66,0.69,4.58,0.713,0.016,1935,0
1936,1654735267,23.093,53.61,76,400,13115,19980,939.605,0.69,0.71,4.73,0.737,0.017,1936,0
1937,1654735268,23.084,53.69,69,400,13120,19982,939.61,0.69,0.72,4.77,0.743,0.017,1937,0
1938,1654735269,23.076,53.77,76,400,13116,19978,939.625,0.69,0.72,4.78,0.746,0.017,1938,0
1939,1654735270,23.068,53.87,71,400,13120,19980,939.618,0.69,0.71,4.72,0.736,0.017,1939,0
1940,1654735271,23.06,53.97,74,400,13119,19978,939.61,0.65,0.68,4.49,0.7,0.016,1940,0
1941,1654735272,23.051,54.02,73,400,13119,19987,939.597,0.64,0.66,4.4,0.685,0.015,1941,0
1942,1654735273,23.043,54.09,81,400,13121,19978,939.6,0.6,0.62,4.13,0.644,0.015,1942,0
1943,1654735274,23.035,54.16,70,400,13125,19988,939.607,0.58,0.6,3.98,0.62,0.014,1943,0
1944,1654735275,23.027,54.22,65,400,13124,19986,939.609,0.54,0.56,3.69,0.575,0.013,1944,0
1945,1654735276,23.018,54.38,47,400,13146,20016,939.609,0.52,0.54,3.6,0.562,0.013,1945,0
1946,1654735277,23.01,53.95,48,400,13144,20014,939.608,0.53,0.55,3.67,0.572,0.013,1946,0
1947,1654735278,23.002,53.22,31,400,13146,20020,939.606,0.55,0.57,3.78,0.59,0.013,1947,0
1948,1654735279,22.994,52.46,43,400,13141,20011,939.593,0.59,0.61,4.03,0.629,0.014,1948,0
1949,1654735280,22.985,51.8,43,400,13138,20015,939.6,0.6,0.62,4.12,0.642,0.014,1949,0
1950,1654735281,22.977,51.2,40,400,13137,20015,939.604,0.6,0.62,4.12,0.643,0.015,1950,0
1951,1654735282,22.969,50.64,46,400,13135,20005,939.589,0.59,0.61,4.06,0.634,0.014,1951,0
1952,1654735283,22.96,50.19,47,400,13135,20011,939.588,0.58,0.6,3.97,0.619,0.014,1952,0
1953,1654735284,22.952,49.78,49,400,13127,20001,939.582,0.58,0.61,4.02,0.628,0.014,1953,0
1954,1654735285,22.944,49.42,51,400,13128,20011,939.579,0.6,0.62,4.13,0.644,0.015,1954,0
1955,1654735286,22.935,49.14,43,400,13132,20010,939.577,0.65,0.67,4.45,0.693,0.016,1955,0
1956,1654735287,22.927,48.9,45,400,13134,20008,939.576,0.67,0.69,4.6,0.717,0.016,1956,0
1957,1654735288,22.919,48.66,63,400,13125,19996,939.567,0.73,0.76,5.02,0.783,0.018,1957,0
1958,1654735289,22.91,48.42,51,400,13127,19997,939.56,0.76,0.79,5.23,0.815,0.018,1958,0
1959,1654735290,22.902,48.28,54,400,13130,19996,939.562,0.8,0.83,5.48,0.855,0.019,1959,0
1960,1654735291,22.893,48.12,63,400,13123,19995,939.57,0.8,0.84,5.54,0.864,0.02,1960,0
1961,1654735292,22.885,47.96,45,400,13129,20010,939.577,0.86,0.9,5.95,0.928,0.021,1961,0
1962,1654735293,22.877,47.85,55,400,13126,20008,939.586,0.89,0.93,6.16,0.96,0.022,1962,0
1963,1654735294,22.868,47.76,53,400,13124,19997,939.58,0.95,0.98,6.52,1.017,0.023,1963,0
1964,1654735295,22.86,47.65,43,400,13127,20009,939.582,0.96,1.0,6.63,1.034,0.023,1964,0
1965,1654735296,22.851,47.56,55,400,13122,19995,939.576,0.97,1.01,6.7,1.045,0.024,1965,0
1966,1654735297,22.843,47.38,50,400,13128,20003,939.568,0.95,0.99,6.56,1.022,0.023,1966,0
1967,1654735298,22.835,47.33,59,400,13123,19988,939.573,0.92,0.96,6.36,0.991,0.022,1967,0
1968,1654735299,22.826,47.27,49,400,13129,19993,939.579,0.9,0.93,6.19,0.966,0.022,1968,0
1969,1654735300,22.818,47.18,56,400,13125,20004,939.578,0.85,0.88,5.83,0.909,0.021,1969,0
1970,1654735301,22.809,47.11,60,400,13118,19988,939.583,0.82,0.85,5.64,0.879,0.02,1970,0
1971,1654735302,22.801,47.08,60,400,13123,20000,939.581,0.78,0.81,5.34,0.833,0.019,1971,0
1972,1654735303,22.792,47.01,57,400,13120,19996,939.591,0.76,0.79,5.23,0.815,0.018,1972,0
1973,1654735304,22.784,46.92,64,400,13124,19998,939.595,0.76,0.79,5.26,0.819,0.019,1973,0
1974,1654735305,22.775,46.85,98,400,13102,19966,939.604,0.78,0.81,5.36,0.836,0.019,1974,0
1975,1654735306,22.767,47.26,93,400,13094,19957,939.61,0.78,0.81,5.36,0.836,0.019,1975,0
1976,1654735307,22.758,47.93,91,400,13097,19967,939.614,0.77,0.8,5.29,0.824,0.019,1976,0
1977,1654735308,22.75,48.69,83,400,13103,19968,939.607,0.77,0.8,5.31,0.828,0.019,1977,0
1978,1654735309,22.742,49.33,83,400,13098,19971,939.614,0.78,0.81,5.39,0.841,0.019,1978,0
1979,1654735310,22.733,49.87,82,400,13099,19970,939.614,0.79,0.82,5.41,0.843,0.019,1979,0
1980,1654735311,22.724,50.39,86,400,13102,19967,939.604,0.79,0.82,5.41,0.844,0.019,1980,0
1981,1654735312,22.716,50.83,84,400,13107,19970,939.597,0.77,0.8,5.31,0.829,0.019,1981,0
1982,1654735313,22.707,51.2,85,400,13106,19973,939.592,0.77,0.8,5.27,0.822,0.019,1982,0
1983,1654735314,22.699,51.55,86,400,13107,19968,939.592,0.76,0.79,5.21,0.813,0.018,1983,0
1984,1654735315,22.69,51.82,74,400,13105,19970,939.596,0.75,0.78,5.14,0.801,0.018,1984,0
1985,1654735316,22.682,52.05,71,400,13109,19971,939.599,0.74,0.77,5.08,0.792,0.018,1985,0
1986,1654735317,22.673,52.24,81,400,13108,19969,939.595,0.72,0.75,4.99,0.778,0.018,1986,0
1987,1654735318,22.665,52.48,73,400,13106,19974,939.604,0.71,0.74,4.91,0.765,0.017,1987,0
1988,1654735319,22.656,52.64,77,400,13109,19971,939.617,0.69,0.72,4.75,0.741,0.017,1988,0
1989,1654735320,22.648,52.73,73,400,13112,19972,939.623,0.68,0.71,4.67,0.729,0.016,1989,0
1990,1654735321,22.639,52.92,71,400,13112,19973,939.619,0.66,0.68,4.53,0.706,0.016,1990,0
1991,1654735322,22.63,53.04,74,400,13114,19983,939.625,0.65,0.67,4.46,0.695,0.016,1991,0
1992,1654735323,22.622,53.12,79,400,13106,19968,939.628,0.64,0.67,4.42,0.689,0.016,1992,0
1993,1654735324,22.613,53.24,80,400,13110,19979,939.624,0.65,0.67,4.44,0.692,0.016,1993,0
1994,1654735325,22.605,53.36,84,400,13107,19974,939.628,0.65,0.68,4.49,0.7,0.016,1994,0
1995,1654735326,22.596,53.42,77,400,13110,19982,939.627,0.66,0.69,4.56,0.712,0.016,1995,0
1996,1654735327,22.587,53.52,78,400,13111,19984,939.62,0.66,0.69,4.55,0.709,0.016,1996,0
1997,1654735328,22.579,53.56,76,400,13107,19975,939.627,0.65,0.68,4.48,0.698,0.016,1997,0
1998,1654735329,22.57,53.65,78,400,13116,19974,939.611,0.62,0.64,4.25,0.662,0.015,1998,0
1999,1654735330,22.562,53.7,78,400,13116,19983,939.619,0.61,0.63,4.2,0.656,0.015,1999,0
2000,1654735331,22.553,53.75,68,400,13114,19981,939.623,0.6,0.62,4.13,0.643,0.015,2000,0
2001,1654735332,22.544,53.87,73,400,13117,19981,939.623,0.59,0.62,4.08,0.637,0.014,2001,0
2002,1654735333,22.536,53.91,72,400,13117,19986,939.623,0.62,0.65,4.28,0.668,0.015,2002,0
2003,1654735334,22.527,53.96,79,400,13118,19979,939.618,0.63,0.66,4.34,0.677,0.015,2003,0
2004,1654735335,22.518,54.1,38,400,13141,20015,939.613,0.63,0.66,4.34,0.677,0.015,2004,0
2005,1654735336,22.51,53.66,34,400,13137,20010,939.615,0.63,0.66,4.37,0.681,0.015,2005,0
2006,1654735337,22.501,52.92,37,400,13134,20009,939.625,0.64,0.66,4.39,0.685,0.015,2006,0
2007,1654735338,22.492,52.18,38,400,13145,20014,939.61,0.67,0.7,4.62,0.721,0.016,2007,0
2008,1654735339,22.484,51.55,50,400,13133,19997,939.606,0.69,0.72,4.77,0.743,0.017,2008,0
2009,1654735340,22.475,50.91,42,400,13135,20005,939.618,0.7,0.73,4.84,0.755,0.017,2009,0
2010,1654735341,22.466,50.33,46,400,13136,20005,939.617,0.7,0.72,4.8,0.748,0.017,2010,0
2011,1654735342,22.458,49.92,49,400,13137,20010,939.621,0.7,0.72,4.79,0.748,0.017,2011,0
2012,1654735343,22.449,49.53,54,400,13133,20002,939.621,0.71,0.74,4.87,0.76,0.017,2012,0
2013,1654735344,22.44,49.22,45,400,13140,20014,939.611,0.74,0.77,5.08,0.793,0.018,2013,0
2014,1654735345,22.431,48.95,45,400,13132,20009,939.624,0.74,0.77,5.11,0.797,0.018,2014,0
2015,1654735346,22.423,48.69,50,400,13133,20003,939.624,0.73,0.76,5.0,0.78,0.018,2015,0
2016,1654735347,22.414,48.49,46,400,13141,20002,939.614,0.73,0.75,5.0,0.779,0.018,2016,0
